ngan_hang,rate12,updated_at_vn,updated_at_webgia
BIDV,5.2,2026-02-11 22:30:58,2026-02-11 18:50:23
GPBank,5.2,2026-02-11 22:30:58,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-11 22:30:58,2026-02-11 18:50:23
Indovina,5.8,2026-02-11 22:30:58,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-11 22:30:58,2026-02-11 18:50:23
MSB,5.3,2026-02-11 22:30:58,2026-02-11 18:50:23
MB,4.85,2026-02-11 22:30:58,2026-02-11 18:50:23
OCB,6.5,2026-02-11 22:30:58,2026-02-11 18:50:23
oceanbank,5.7,2026-02-11 22:30:58,2026-02-11 18:50:23
PGBank,7.2,2026-02-11 22:30:58,2026-02-11 18:50:23
PublicBank,6.5,2026-02-11 22:30:58,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-11 22:30:58,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-11 22:30:58,2026-02-11 18:50:23
SCB,3.7,2026-02-11 22:30:58,2026-02-11 18:50:23
SeABank,4.5,2026-02-11 22:30:58,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-11 22:30:58,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-11 22:30:58,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-11 22:30:58,2026-02-11 18:50:23
VietinBank,5.2,2026-02-11 22:30:58,2026-02-11 18:50:23
VPBank,5.8,2026-02-11 22:30:58,2026-02-11 18:50:23
VRB,6.2,2026-02-11 22:30:58,2026-02-11 18:50:23
Agribank,4.7,2026-02-11 23:51:09,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-11 23:51:09,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-11 23:51:09,2026-02-11 18:50:23
BIDV,5.2,2026-02-11 23:51:09,2026-02-11 18:50:23
GPBank,5.2,2026-02-11 23:51:09,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-11 23:51:09,2026-02-11 18:50:23
Indovina,5.8,2026-02-11 23:51:09,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-11 23:51:09,2026-02-11 18:50:23
MSB,5.3,2026-02-11 23:51:09,2026-02-11 18:50:23
MB,4.85,2026-02-11 23:51:09,2026-02-11 18:50:23
OCB,6.5,2026-02-11 23:51:09,2026-02-11 18:50:23
oceanbank,5.7,2026-02-11 23:51:09,2026-02-11 18:50:23
PGBank,7.2,2026-02-11 23:51:09,2026-02-11 18:50:23
PublicBank,6.5,2026-02-11 23:51:09,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-11 23:51:09,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-11 23:51:09,2026-02-11 18:50:23
SCB,3.7,2026-02-11 23:51:09,2026-02-11 18:50:23
SeABank,4.5,2026-02-11 23:51:09,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-11 23:51:09,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-11 23:51:09,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-11 23:51:09,2026-02-11 18:50:23
VietinBank,5.2,2026-02-11 23:51:09,2026-02-11 18:50:23
VPBank,5.8,2026-02-11 23:51:09,2026-02-11 18:50:23
VRB,6.2,2026-02-11 23:51:09,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 00:48:40,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 00:48:40,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 00:48:40,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 00:48:40,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 00:48:40,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 00:48:40,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 00:48:40,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 00:48:40,2026-02-11 18:50:23
MSB,5.3,2026-02-12 00:48:40,2026-02-11 18:50:23
MB,4.85,2026-02-12 00:48:40,2026-02-11 18:50:23
OCB,6.5,2026-02-12 00:48:40,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 00:48:40,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 00:48:40,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 00:48:40,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 00:48:40,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 00:48:40,2026-02-11 18:50:23
SCB,3.7,2026-02-12 00:48:40,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 00:48:40,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 00:48:40,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 00:48:40,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 00:48:40,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 00:48:40,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 00:48:40,2026-02-11 18:50:23
VRB,6.2,2026-02-12 00:48:40,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 01:45:45,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 01:45:45,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 01:45:45,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 01:45:45,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 01:45:45,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 01:45:45,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 01:45:45,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 01:45:45,2026-02-11 18:50:23
MSB,5.3,2026-02-12 01:45:45,2026-02-11 18:50:23
MB,4.85,2026-02-12 01:45:45,2026-02-11 18:50:23
OCB,6.5,2026-02-12 01:45:45,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 01:45:45,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 01:45:45,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 01:45:45,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 01:45:45,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 01:45:45,2026-02-11 18:50:23
SCB,3.7,2026-02-12 01:45:45,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 01:45:45,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 01:45:45,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 01:45:45,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 01:45:45,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 01:45:45,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 01:45:45,2026-02-11 18:50:23
VRB,6.2,2026-02-12 01:45:45,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 02:48:18,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 02:48:18,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 02:48:18,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 02:48:18,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 02:48:18,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 02:48:18,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 02:48:18,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 02:48:18,2026-02-11 18:50:23
MSB,5.3,2026-02-12 02:48:18,2026-02-11 18:50:23
MB,4.85,2026-02-12 02:48:18,2026-02-11 18:50:23
OCB,6.5,2026-02-12 02:48:18,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 02:48:18,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 02:48:18,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 02:48:18,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 02:48:18,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 02:48:18,2026-02-11 18:50:23
SCB,3.7,2026-02-12 02:48:18,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 02:48:18,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 02:48:18,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 02:48:18,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 02:48:18,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 02:48:18,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 02:48:18,2026-02-11 18:50:23
VRB,6.2,2026-02-12 02:48:18,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 03:27:14,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 03:27:14,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 03:27:14,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 03:27:14,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 03:27:14,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 03:27:14,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 03:27:14,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 03:27:14,2026-02-11 18:50:23
MSB,5.3,2026-02-12 03:27:14,2026-02-11 18:50:23
MB,4.85,2026-02-12 03:27:14,2026-02-11 18:50:23
OCB,6.5,2026-02-12 03:27:14,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 03:27:14,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 03:27:14,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 03:27:14,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 03:27:14,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 03:27:14,2026-02-11 18:50:23
SCB,3.7,2026-02-12 03:27:14,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 03:27:14,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 03:27:14,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 03:27:14,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 03:27:14,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 03:27:14,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 03:27:14,2026-02-11 18:50:23
VRB,6.2,2026-02-12 03:27:14,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 04:01:19,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 04:01:19,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 04:01:19,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 04:01:19,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 04:01:19,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 04:01:19,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 04:01:19,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 04:01:19,2026-02-11 18:50:23
MSB,5.3,2026-02-12 04:01:19,2026-02-11 18:50:23
MB,4.85,2026-02-12 04:01:19,2026-02-11 18:50:23
OCB,6.5,2026-02-12 04:01:19,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 04:01:19,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 04:01:19,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 04:01:19,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 04:01:19,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 04:01:19,2026-02-11 18:50:23
SCB,3.7,2026-02-12 04:01:19,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 04:01:19,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 04:01:19,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 04:01:19,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 04:01:19,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 04:01:19,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 04:01:19,2026-02-11 18:50:23
VRB,6.2,2026-02-12 04:01:19,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 04:55:12,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 04:55:12,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 04:55:12,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 04:55:12,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 04:55:12,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 04:55:12,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 04:55:12,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 04:55:12,2026-02-11 18:50:23
MSB,5.3,2026-02-12 04:55:12,2026-02-11 18:50:23
MB,4.85,2026-02-12 04:55:12,2026-02-11 18:50:23
OCB,6.5,2026-02-12 04:55:12,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 04:55:12,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 04:55:12,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 04:55:12,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 04:55:12,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 04:55:12,2026-02-11 18:50:23
SCB,3.7,2026-02-12 04:55:12,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 04:55:12,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 04:55:12,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 04:55:12,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 04:55:12,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 04:55:12,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 04:55:12,2026-02-11 18:50:23
VRB,6.2,2026-02-12 04:55:12,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 05:22:08,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 05:22:08,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 05:22:08,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 05:22:08,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 05:22:08,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 05:22:08,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 05:22:08,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 05:22:08,2026-02-11 18:50:23
MSB,5.3,2026-02-12 05:22:08,2026-02-11 18:50:23
MB,4.85,2026-02-12 05:22:08,2026-02-11 18:50:23
OCB,6.5,2026-02-12 05:22:08,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 05:22:08,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 05:22:08,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 05:22:08,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 05:22:08,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 05:22:08,2026-02-11 18:50:23
SCB,3.7,2026-02-12 05:22:08,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 05:22:08,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 05:22:08,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 05:22:08,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 05:22:08,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 05:22:08,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 05:22:08,2026-02-11 18:50:23
VRB,6.2,2026-02-12 05:22:08,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 05:56:17,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 05:56:17,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 05:56:17,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 05:56:17,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 05:56:17,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 05:56:17,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 05:56:17,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 05:56:17,2026-02-11 18:50:23
MSB,5.3,2026-02-12 05:56:17,2026-02-11 18:50:23
MB,4.85,2026-02-12 05:56:17,2026-02-11 18:50:23
OCB,6.5,2026-02-12 05:56:17,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 05:56:17,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 05:56:17,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 05:56:17,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 05:56:17,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 05:56:17,2026-02-11 18:50:23
SCB,3.7,2026-02-12 05:56:17,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 05:56:17,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 05:56:17,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 05:56:17,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 05:56:17,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 05:56:17,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 05:56:17,2026-02-11 18:50:23
VRB,6.2,2026-02-12 05:56:17,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 06:22:35,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 06:22:35,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 06:22:35,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 06:22:35,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 06:22:35,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 06:22:35,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 06:22:35,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 06:22:35,2026-02-11 18:50:23
MSB,5.3,2026-02-12 06:22:35,2026-02-11 18:50:23
MB,4.85,2026-02-12 06:22:35,2026-02-11 18:50:23
OCB,6.5,2026-02-12 06:22:35,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 06:22:35,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 06:22:35,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 06:22:35,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 06:22:35,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 06:22:35,2026-02-11 18:50:23
SCB,3.7,2026-02-12 06:22:35,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 06:22:35,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 06:22:35,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 06:22:35,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 06:22:35,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 06:22:35,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 06:22:35,2026-02-11 18:50:23
VRB,6.2,2026-02-12 06:22:35,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 06:51:08,2026-02-11 18:50:23
Bắc Á,6.85,2026-02-12 06:51:08,2026-02-11 18:50:23
Bảo Việt,6.1,2026-02-12 06:51:08,2026-02-11 18:50:23
BIDV,5.2,2026-02-12 06:51:08,2026-02-11 18:50:23
GPBank,5.2,2026-02-12 06:51:08,2026-02-11 18:50:23
Hong Leong,4.6,2026-02-12 06:51:08,2026-02-11 18:50:23
Indovina,5.8,2026-02-12 06:51:08,2026-02-11 18:50:23
Kiên Long,5.5,2026-02-12 06:51:08,2026-02-11 18:50:23
MSB,5.3,2026-02-12 06:51:08,2026-02-11 18:50:23
MB,4.85,2026-02-12 06:51:08,2026-02-11 18:50:23
OCB,6.5,2026-02-12 06:51:08,2026-02-11 18:50:23
oceanbank,5.7,2026-02-12 06:51:08,2026-02-11 18:50:23
PGBank,7.2,2026-02-12 06:51:08,2026-02-11 18:50:23
PublicBank,6.5,2026-02-12 06:51:08,2026-02-11 18:50:23
PVcomBank,9.0,2026-02-12 06:51:08,2026-02-11 18:50:23
Saigonbank,6.3,2026-02-12 06:51:08,2026-02-11 18:50:23
SCB,3.7,2026-02-12 06:51:08,2026-02-11 18:50:23
SeABank,4.5,2026-02-12 06:51:08,2026-02-11 18:50:23
VCBNeo,5.3,2026-02-12 06:51:08,2026-02-11 18:50:23
VietCapitalBank,6.45,2026-02-12 06:51:08,2026-02-11 18:50:23
Vietcombank,4.6,2026-02-12 06:51:08,2026-02-11 18:50:23
VietinBank,5.2,2026-02-12 06:51:08,2026-02-11 18:50:23
VPBank,5.8,2026-02-12 06:51:08,2026-02-11 18:50:23
VRB,6.2,2026-02-12 06:51:08,2026-02-11 18:50:23
Agribank,4.7,2026-02-12 08:02:48,2026-02-12 08:00:23
Bắc Á,6.85,2026-02-12 08:02:48,2026-02-12 08:00:23
Bảo Việt,6.1,2026-02-12 08:02:48,2026-02-12 08:00:23
BIDV,5.2,2026-02-12 08:02:48,2026-02-12 08:00:23
GPBank,5.2,2026-02-12 08:02:48,2026-02-12 08:00:23
Hong Leong,4.6,2026-02-12 08:02:48,2026-02-12 08:00:23
Indovina,5.8,2026-02-12 08:02:48,2026-02-12 08:00:23
Kiên Long,5.5,2026-02-12 08:02:48,2026-02-12 08:00:23
MSB,5.3,2026-02-12 08:02:48,2026-02-12 08:00:23
MB,4.85,2026-02-12 08:02:48,2026-02-12 08:00:23
OCB,6.5,2026-02-12 08:02:48,2026-02-12 08:00:23
oceanbank,5.7,2026-02-12 08:02:48,2026-02-12 08:00:23
PGBank,7.2,2026-02-12 08:02:48,2026-02-12 08:00:23
PublicBank,6.5,2026-02-12 08:02:48,2026-02-12 08:00:23
PVcomBank,9.0,2026-02-12 08:02:48,2026-02-12 08:00:23
Saigonbank,6.3,2026-02-12 08:02:48,2026-02-12 08:00:23
SCB,3.7,2026-02-12 08:02:48,2026-02-12 08:00:23
SeABank,4.5,2026-02-12 08:02:48,2026-02-12 08:00:23
VCBNeo,5.3,2026-02-12 08:02:48,2026-02-12 08:00:23
VietCapitalBank,6.45,2026-02-12 08:02:48,2026-02-12 08:00:23
Vietcombank,4.6,2026-02-12 08:02:48,2026-02-12 08:00:23
VietinBank,5.2,2026-02-12 08:02:48,2026-02-12 08:00:23
VPBank,5.8,2026-02-12 08:02:48,2026-02-12 08:00:23
VRB,6.2,2026-02-12 08:02:48,2026-02-12 08:00:23
Agribank,4.7,2026-02-12 11:00:41,2026-02-12 11:00:23
Bắc Á,6.85,2026-02-12 11:00:41,2026-02-12 11:00:23
Bảo Việt,6.1,2026-02-12 11:00:41,2026-02-12 11:00:23
BIDV,5.2,2026-02-12 11:00:41,2026-02-12 11:00:23
GPBank,5.2,2026-02-12 11:00:41,2026-02-12 11:00:23
Hong Leong,4.6,2026-02-12 11:00:41,2026-02-12 11:00:23
Indovina,5.8,2026-02-12 11:00:41,2026-02-12 11:00:23
Kiên Long,5.5,2026-02-12 11:00:41,2026-02-12 11:00:23
MSB,5.3,2026-02-12 11:00:41,2026-02-12 11:00:23
MB,4.85,2026-02-12 11:00:41,2026-02-12 11:00:23
OCB,6.5,2026-02-12 11:00:41,2026-02-12 11:00:23
oceanbank,5.7,2026-02-12 11:00:41,2026-02-12 11:00:23
PGBank,7.2,2026-02-12 11:00:41,2026-02-12 11:00:23
PublicBank,6.5,2026-02-12 11:00:41,2026-02-12 11:00:23
PVcomBank,9.0,2026-02-12 11:00:41,2026-02-12 11:00:23
Saigonbank,6.3,2026-02-12 11:00:41,2026-02-12 11:00:23
SCB,3.7,2026-02-12 11:00:41,2026-02-12 11:00:23
SeABank,4.5,2026-02-12 11:00:41,2026-02-12 11:00:23
VCBNeo,5.3,2026-02-12 11:00:41,2026-02-12 11:00:23
VietCapitalBank,6.45,2026-02-12 11:00:41,2026-02-12 11:00:23
Vietcombank,4.6,2026-02-12 11:00:41,2026-02-12 11:00:23
VietinBank,5.2,2026-02-12 11:00:41,2026-02-12 11:00:23
VPBank,5.8,2026-02-12 11:00:41,2026-02-12 11:00:23
VRB,6.2,2026-02-12 11:00:41,2026-02-12 11:00:23
Agribank,4.7,2026-02-12 12:45:37,2026-02-12 12:40:23
Bắc Á,6.85,2026-02-12 12:45:37,2026-02-12 12:40:23
Bảo Việt,6.1,2026-02-12 12:45:37,2026-02-12 12:40:23
BIDV,5.2,2026-02-12 12:45:37,2026-02-12 12:40:23
GPBank,5.2,2026-02-12 12:45:37,2026-02-12 12:40:23
Hong Leong,4.6,2026-02-12 12:45:37,2026-02-12 12:40:23
Indovina,5.8,2026-02-12 12:45:37,2026-02-12 12:40:23
Kiên Long,5.5,2026-02-12 12:45:37,2026-02-12 12:40:23
MSB,5.3,2026-02-12 12:45:37,2026-02-12 12:40:23
MB,4.85,2026-02-12 12:45:37,2026-02-12 12:40:23
OCB,6.5,2026-02-12 12:45:37,2026-02-12 12:40:23
oceanbank,5.7,2026-02-12 12:45:37,2026-02-12 12:40:23
PGBank,7.2,2026-02-12 12:45:37,2026-02-12 12:40:23
PublicBank,6.5,2026-02-12 12:45:37,2026-02-12 12:40:23
PVcomBank,9.0,2026-02-12 12:45:37,2026-02-12 12:40:23
Saigonbank,6.3,2026-02-12 12:45:37,2026-02-12 12:40:23
SCB,3.7,2026-02-12 12:45:37,2026-02-12 12:40:23
SeABank,4.5,2026-02-12 12:45:37,2026-02-12 12:40:23
VCBNeo,5.3,2026-02-12 12:45:37,2026-02-12 12:40:23
VietCapitalBank,6.45,2026-02-12 12:45:37,2026-02-12 12:40:23
Vietcombank,4.6,2026-02-12 12:45:37,2026-02-12 12:40:23
VietinBank,5.2,2026-02-12 12:45:37,2026-02-12 12:40:23
VPBank,5.8,2026-02-12 12:45:37,2026-02-12 12:40:23
VRB,6.2,2026-02-12 12:45:37,2026-02-12 12:40:23
Agribank,4.7,2026-02-12 13:47:07,2026-02-12 13:40:23
Bắc Á,6.85,2026-02-12 13:47:07,2026-02-12 13:40:23
Bảo Việt,6.1,2026-02-12 13:47:07,2026-02-12 13:40:23
BIDV,5.2,2026-02-12 13:47:07,2026-02-12 13:40:23
GPBank,5.2,2026-02-12 13:47:07,2026-02-12 13:40:23
Hong Leong,4.6,2026-02-12 13:47:07,2026-02-12 13:40:23
Indovina,5.8,2026-02-12 13:47:07,2026-02-12 13:40:23
Kiên Long,5.5,2026-02-12 13:47:07,2026-02-12 13:40:23
MSB,5.3,2026-02-12 13:47:07,2026-02-12 13:40:23
MB,4.85,2026-02-12 13:47:07,2026-02-12 13:40:23
OCB,6.5,2026-02-12 13:47:07,2026-02-12 13:40:23
oceanbank,5.7,2026-02-12 13:47:07,2026-02-12 13:40:23
PGBank,7.2,2026-02-12 13:47:07,2026-02-12 13:40:23
PublicBank,6.5,2026-02-12 13:47:07,2026-02-12 13:40:23
PVcomBank,9.0,2026-02-12 13:47:07,2026-02-12 13:40:23
Saigonbank,6.3,2026-02-12 13:47:07,2026-02-12 13:40:23
SCB,3.7,2026-02-12 13:47:07,2026-02-12 13:40:23
SeABank,4.5,2026-02-12 13:47:07,2026-02-12 13:40:23
VCBNeo,5.3,2026-02-12 13:47:07,2026-02-12 13:40:23
VietCapitalBank,6.45,2026-02-12 13:47:07,2026-02-12 13:40:23
Vietcombank,4.6,2026-02-12 13:47:07,2026-02-12 13:40:23
VietinBank,5.2,2026-02-12 13:47:07,2026-02-12 13:40:23
VPBank,5.8,2026-02-12 13:47:07,2026-02-12 13:40:23
VRB,6.2,2026-02-12 13:47:07,2026-02-12 13:40:23
Agribank,4.7,2026-02-12 14:43:32,2026-02-12 14:40:23
Bắc Á,6.85,2026-02-12 14:43:32,2026-02-12 14:40:23
Bảo Việt,6.1,2026-02-12 14:43:32,2026-02-12 14:40:23
BIDV,5.2,2026-02-12 14:43:32,2026-02-12 14:40:23
GPBank,5.2,2026-02-12 14:43:32,2026-02-12 14:40:23
Hong Leong,4.6,2026-02-12 14:43:32,2026-02-12 14:40:23
Indovina,5.8,2026-02-12 14:43:32,2026-02-12 14:40:23
Kiên Long,5.5,2026-02-12 14:43:32,2026-02-12 14:40:23
MSB,5.3,2026-02-12 14:43:32,2026-02-12 14:40:23
